PERSON_ID,PLAYER_NAME,DRAFT_YEAR,OVERALL_PICK,ROUND_NUMBER,ROUND_PICK,PerformanceScore,ExpectedPerformanceScore,VOE,ROOKIE_SALARY_YEAR_1,ROI,ROI_scaled,NUM_SEASONS_PLAYED_IN_DATA,GP,MIN,PTS,REB,AST
202358,Terrico White,2010,36,2,6,-4.645271505810585,-1.240312107356127,-3.4049593984544577,,,,0.0,0.0,0.0,0.0,0.0,0.0
202359,Darington Hobson,2010,37,2,7,-4.578463366041601,-0.9647556256991736,-3.613707740342427,,,,1.0,5.0,39.0,4.0,3.0,6.0
202360,Andy Rautins,2010,38,2,8,-4.588920512964182,-1.223030394343856,-3.3658901186203263,,,,1.0,5.0,24.0,8.0,1.0,3.0
202361,Landry Fields,2010,39,2,9,2.0366547284803143,-1.9876302770414147,4.024285005521729,,,,5.0,255.0,6010.0,1731.0,1092.0,419.0
202362,Lance Stephenson,2010,40,2,10,3.9277446009613,-1.7174084704503874,5.645153071411688,,,,5.0,271.0,7160.0,2411.0,1210.0,889.0
202363,Jarvis Varnado,2010,41,2,11,-4.084896771547921,-1.3122861572815279,-2.7726106142663935,,,,2.0,36.0,395.0,107.0,72.0,16.0
202364,Da'Sean Butler,2010,42,2,12,-4.645271505810585,-1.6659636172687429,-2.979307888541842,,,,0.0,0.0,0.0,0.0,0.0,0.0
202365,Devin Ebanks,2010,43,2,13,-3.6532824716905155,-2.4236821005068823,-1.2296003711836332,,,,3.0,63.0,711.0,224.0,122.0,24.0
202366,Jerome Jordan,2010,44,2,14,-3.720171834115669,-3.0261837406478937,-0.6939880934677753,,,,2.0,65.0,491.0,180.0,132.0,17.0
202370,Paulao Prestes,2010,45,2,15,-4.645271505810585,-1.7843466646131085,-2.860924841197476,,,,0.0,0.0,0.0,0.0,0.0,0.0
202371,Gani Lawal,2010,46,2,16,-4.6370548442300406,-2.049415723669684,-2.5876391205603566,,,,1.0,1.0,2.0,0.0,0.0,0.0
202372,Tiny Gallon,2010,47,2,17,-4.645271505810585,-2.485888414134478,-2.1593830916761068,,,,0.0,0.0,0.0,0.0,0.0,0.0
202160,Latavious Williams,2010,48,2,18,-4.645271505810585,-2.712561145630282,-1.9327103601803026,,,,0.0,0.0,0.0,0.0,0.0,0.0
202373,Ryan Richards,2010,49,2,19,-4.645271505810585,-1.9314093933621017,-2.713862112448483,,,,0.0,0.0,0.0,0.0,0.0,0.0
202374,Solomon Alabi,2010,50,2,20,-4.28997400743939,-3.311162269425915,-0.9788117380134755,,,,2.0,26.0,181.0,39.0,61.0,5.0
202375,Magnum Rolle,2010,51,2,21,-4.645271505810585,-3.5891324097242014,-1.0561390960863832,,,,0.0,0.0,0.0,0.0,0.0,0.0
202376,Luke Harangody,2010,52,2,22,-3.423943377581919,-2.717694488270481,-0.7062488893114378,,,,2.0,70.0,872.0,253.0,196.0,36.0
202377,Pape Sy,2010,53,2,23,-4.605131216195978,-4.123214738704586,-0.4819164774913913,,,,1.0,3.0,21.0,7.0,3.0,2.0
202378,Willie Warren,2010,54,2,24,-4.374260657843088,-4.148061939204408,-0.22619871863868024,,,,1.0,19.0,134.0,37.0,12.0,27.0
202379,Jeremy Evans,2010,55,2,25,-0.9600631686418807,-2.78973278702939,1.8296696183875092,,,,5.0,219.0,2370.0,806.0,586.0,105.0
202380,Hamady Ndiaye,2010,56,2,26,-4.302050216433814,-3.7586155462502324,-0.5434346701835819,,,,3.0,33.0,157.0,20.0,25.0,3.0
202385,Ryan Reid,2010,57,2,27,-4.595605715109047,-4.315209641304214,-0.280396073804833,,,,1.0,5.0,17.0,8.0,2.0,0.0
202382,Derrick Caracter,2010,58,2,28,-4.162198014269917,-3.8687780900768662,-0.29341992419305063,,,,1.0,41.0,215.0,81.0,43.0,7.0
202383,Stanley Robinson,2010,59,2,29,-4.645271505810585,-4.543081258867477,-0.10219024694310797,,,,0.0,0.0,0.0,0.0,0.0,0.0
202384,Dwayne Collins,2010,60,2,30,-4.645271505810585,-3.3328690349645442,-1.3124024708460404,,,,0.0,0.0,0.0,0.0,0.0,0.0
202681,Kyrie Irving,2011,1,1,1,8.666043431110628,8.481838049306718,0.18420538180390977,4286900.0,2.021517514080251e-06,2.021517514080251,5.0,309.0,10499.0,6416.0,1060.0,1697.0
202682,Derrick Williams,2011,2,1,2,1.1703635916400823,4.571503588611435,-3.4011399969713527,3835600.0,3.0513181552823087e-07,0.3051318155282309,3.0,222.0,5154.0,2140.0,1064.0,140.0
202683,Enes Freedom,2011,3,1,3,1.8488515083791275,7.207031910243829,-5.358180401864702,3444400.0,5.367702672102913e-07,0.5367702672102913,4.0,242.0,4899.0,2282.0,1467.0,143.0
202684,Tristan Thompson,2011,4,1,4,8.020790872935846,5.498720180722668,2.5220706922131777,3105500.0,2.5827695614026232e-06,2.5827695614026234,5.0,388.0,11045.0,3748.0,3311.0,308.0
202685,Jonas Valančiūnas,2011,5,1,5,7.213558794457553,5.6070193539629205,1.6065394404946325,2812200.0,2.5650945147775953e-06,2.5650945147775954,5.0,363.0,9483.0,4160.0,3085.0,240.0
202686,Jan Vesely,2011,6,1,6,-1.539296605158428,3.284608943102659,-4.823905548261087,2554200.0,-6.026531223703813e-07,-0.6026531223703813,3.0,162.0,2455.0,590.0,562.0,96.0
202687,Bismack Biyombo,2011,7,1,7,4.335351604185613,5.411582922276298,-1.0762313180906853,2331700.0,1.8593093469080983e-06,1.8593093469080983,5.0,366.0,7764.0,1693.0,2378.0,115.0
202688,Brandon Knight,2011,8,1,8,3.5831013862722196,2.4915856085804453,1.0915157776917743,2136100.0,1.677403392290726e-06,1.6774033922907259,4.0,224.0,7241.0,3284.0,736.0,955.0
202689,Kemba Walker,2011,9,1,9,10.432169160735949,3.986208314329898,6.4459608464060505,1963600.0,5.312777124025234e-06,5.312777124025234,5.0,364.0,12269.0,6307.0,1400.0,1946.0
202690,Jimmer Fredette,2011,10,1,10,-1.147966025775875,2.9660976465445814,-4.114063672320457,1865300.0,-6.154323839467512e-07,-0.6154323839467511,3.0,179.0,2621.0,1229.0,196.0,264.0
202691,Klay Thompson,2011,11,1,11,8.76377134837688,2.0688635307930068,6.694907817583873,1772100.0,4.94541580518982e-06,4.94541580518982,5.0,386.0,12533.0,7112.0,1269.0,885.0
202692,Alec Burks,2011,12,1,12,2.343892989663987,3.095875325808867,-0.7519823361448799,1683500.0,1.3922738281342364e-06,1.3922738281342364,5.0,259.0,5965.0,2751.0,757.0,504.0
202693,Markieff Morris,2011,13,1,13,5.934875804286307,2.3902527145615435,3.5446230897247633,1599300.0,3.710920905575131e-06,3.710920905575131,5.0,345.0,8715.0,3940.0,1860.0,596.0
202694,Marcus Morris Sr.,2011,14,1,14,-0.5476381332282698,1.6235892221864359,-2.1712273554147057,1519400.0,-3.6043052075047377e-07,-0.36043052075047377,3.0,176.0,3450.0,1432.0,612.0,153.0
202695,Kawhi Leonard,2011,15,1,15,6.706683014862653,1.3619425294075354,5.344740485455118,1443300.0,4.6467699126049e-06,4.6467699126049,5.0,324.0,9680.0,4620.0,2039.0,643.0
202696,Nikola Vučević,2011,16,1,16,8.130812245298875,0.1436090356304043,7.987203209668471,1371200.0,5.929705546454839e-06,5.929705546454839,5.0,324.0,9749.0,4711.0,3175.0,604.0
202697,Iman Shumpert,2011,17,1,17,1.1829700308037276,1.632304885072192,-0.4493348542684643,1302600.0,9.081606255210561e-07,0.908160625521056,4.0,216.0,5583.0,1635.0,773.0,425.0
202698,Chris Singleton,2011,18,1,18,-1.7183290643311118,1.2957977938639158,-3.0141268581950276,1237500.0,-1.3885487388534237e-06,-1.3885487388534237,3.0,148.0,2605.0,612.0,472.0,92.0
202699,Tobias Harris,2011,19,1,19,-0.20211450343793752,1.7169155203806519,-1.9190300238185893,1181800.0,-1.7102259556434043e-07,-0.17102259556434043,3.0,158.0,3628.0,1704.0,812.0,173.0
202700,Donatas Motiejunas,2011,20,1,20,1.1635323344012016,0.42858825668858747,0.7349440777126142,1134500.0,1.0255904225660657e-06,1.0255904225660657,5.0,248.0,4553.0,1826.0,949.0,268.0
202701,Nolan Smith,2011,21,1,21,-3.3332486005354944,2.1949037398820344,-5.528152340417529,1089100.0,-3.060553301382329e-06,-3.060553301382329,2.0,84.0,829.0,277.0,83.0,97.0
202702,Kenneth Faried,2011,22,1,22,7.29026768290359,0.1850630339177511,7.105204648985839,1045600.0,6.9723294595481925e-06,6.972329459548193,5.0,348.0,9243.0,4271.0,3019.0,377.0
202703,Nikola Mirotic,2011,23,1,23,2.670475673512175,0.8341716057807225,1.8363040677314526,1003800.0,2.6603662816419357e-06,2.660366281641936,4.0,248.0,5851.0,2793.0,1396.0,313.0
202704,Reggie Jackson,2011,24,1,24,1.7584306616910208,0.4861859308351865,1.2722447308558342,963600.0,1.8248553981849531e-06,1.8248553981849531,4.0,222.0,4641.0,2037.0,658.0,772.0
202705,MarShon Brooks,2011,25,1,25,-1.2557982123808287,-0.40273951461954993,-0.8530586977612787,925100.0,-1.3574729352295198e-06,-1.3574729352295198,3.0,147.0,2788.0,1217.0,334.0,228.0
202706,Jordan Hamilton,2011,26,1,26,-2.2165766832881415,0.8767131306301804,-3.093289813918322,894400.0,-2.478283411547564e-06,-2.4782834115475643,3.0,126.0,1675.0,727.0,351.0,95.0
202707,JaJuan Johnson,2011,27,1,27,-4.144643953751316,1.417854825387009,-5.562498779138324,868600.0,-4.771637063955003e-06,-4.771637063955003,1.0,36.0,298.0,114.0,58.0,6.0
202708,Norris Cole,2011,28,1,28,1.5003749548356113,0.4260862663827283,1.074288688452883,863300.0,1.7379531505103804e-06,1.7379531505103802,4.0,255.0,5547.0,1691.0,432.0,635.0
202709,Cory Joseph,2011,29,1,29,1.8300698430444744,-0.31484615659863735,2.1449159996431115,857000.0,2.1354373897835172e-06,2.135437389783517,5.0,284.0,5080.0,1739.0,586.0,639.0
202710,Jimmy Butler III,2011,30,1,30,6.332490016861781,0.8805305586342472,5.451959458227534,850800.0,7.44298309457191e-06,7.44298309457191,5.0,323.0,10071.0,4392.0,1451.0,837.0
202711,Bojan Bogdanović,2011,31,2,1,1.7015364894429958,-1.0732534758621908,2.7747899653051866,,,,3.0,238.0,6052.0,2700.0,745.0,278.0
202712,Justin Harper,2011,32,2,2,-4.38213462534359,-1.965802482302751,-2.4163321430408393,,,,3.0,22.0,150.0,45.0,18.0,4.0
202713,Kyle Singler,2011,33,2,3,1.473700293015234,-1.1083681444846332,2.582068437499867,,,,3.0,244.0,6374.0,1984.0,827.0,237.0
202714,Shelvin Mack,2011,34,2,4,-2.832169449997239,-1.1712751083287867,-1.6608943416684523,,,,2.0,95.0,1195.0,373.0,132.0,199.0
202715,Tyler Honeycutt,2011,35,2,5,-4.365750860362581,-1.534077619330717,-2.831673241031864,,,,2.0,24.0,120.0,28.0,24.0,9.0
202716,Jordan Williams,2011,36,2,6,-3.8247769223562074,-1.240312107356127,-2.5844648150000804,,,,1.0,43.0,635.0,197.0,156.0,11.0
202717,Trey Thompkins,2011,37,2,7,-4.36294549532495,-0.9647556256991736,-3.398189869625776,,,,1.0,24.0,119.0,57.0,24.0,3.0
202718,Chandler Parsons,2011,38,2,8,7.785160305756083,-1.223030394343856,9.00819070009994,,,,5.0,340.0,11330.0,4876.0,1721.0,1031.0
202719,Jeremy Tyler,2011,39,2,9,-2.986745911964948,-1.9876302770414147,-0.9991156349235333,,,,3.0,104.0,1034.0,373.0,269.0,25.0
202720,Jon Leuer,2011,40,2,10,-2.5266366730783467,-1.7174084704503874,-0.8092282026279594,,,,3.0,123.0,1384.0,576.0,315.0,53.0
202721,Darius Morris,2011,41,2,11,-3.400179241643666,-1.3122861572815279,-2.087893084362138,,,,3.0,72.0,918.0,255.0,81.0,105.0
202722,Dāvis Bertāns,2011,42,2,12,3.035461997387776,-1.6659636172687429,4.701425614656519,,,,5.0,331.0,6573.0,2854.0,928.0,361.0
202723,Malcolm Lee,2011,43,2,13,-3.9686087331958997,-2.4236821005068823,-1.5449266326890174,,,,3.0,36.0,534.0,140.0,65.0,51.0
202724,Charles Jenkins,2011,44,2,14,-2.671870361073831,-3.0261837406478937,0.3543133795740627,,,,2.0,110.0,1334.0,408.0,100.0,214.0
202725,Josh Harrellson,2011,45,2,15,-3.356138533169188,-1.7843466646131085,-1.5717918685560794,,,,3.0,75.0,888.0,265.0,227.0,26.0
202726,Andrew Goudelock,2011,46,2,16,-3.9482214344307787,-2.049415723669684,-1.8988057107610947,,,,3.0,49.0,475.0,197.0,34.0,24.0
202727,Travis Leslie,2011,47,2,17,-4.527590967135967,-2.485888414134478,-2.041702553001489,,,,1.0,10.0,45.0,14.0,9.0,5.0
202728,Keith Benson,2011,48,2,18,-4.61604197692825,-2.712561145630282,-1.9034808312979683,,,,1.0,3.0,9.0,0.0,3.0,0.0
202729,Josh Selby,2011,49,2,19,-4.137080098472795,-1.9314093933621017,-2.205670705110694,,,,2.0,38.0,296.0,83.0,20.0,34.0
202730,Lavoy Allen,2011,50,2,20,-0.38110246027051825,-3.311162269425915,2.9300598091553964,,,,3.0,185.0,3364.0,927.0,877.0,178.0
202739,Jon Diebler,2011,51,2,21,-4.645271505810585,-3.5891324097242014,-1.0561390960863832,,,,0.0,0.0,0.0,0.0,0.0,0.0
202731,Vernon Macklin,2011,52,2,22,-4.355535629378405,-2.717694488270481,-1.637841141107924,,,,1.0,23.0,135.0,46.0,34.0,5.0
202732,DeAndre Liggins,2011,53,2,23,-3.8961586021646335,-4.123214738704586,0.22705613653995282,,,,4.0,58.0,431.0,101.0,76.0,20.0
202733,MIlan Macvan,2011,54,2,24,-4.645271505810585,-4.148061939204408,-0.4972095666061769,,,,0.0,0.0,0.0,0.0,0.0,0.0
202734,E'Twaun Moore,2011,55,2,25,1.6809418463350032,-2.78973278702939,4.470674633364393,,,,5.0,307.0,5286.0,1789.0,515.0,484.0
202624,Chukwudiebere Maduabum,2011,56,2,26,-4.645271505810585,-3.7586155462502324,-0.8866559595603523,,,,0.0,0.0,0.0,0.0,0.0,0.0
202735,Tanguy Ngombo,2011,57,2,27,-4.645271505810585,-4.315209641304214,-0.3300618645063711,,,,0.0,0.0,0.0,0.0,0.0,0.0
202736,Ater Majok,2011,58,2,28,-4.645271505810585,-3.8687780900768662,-0.7764934157337184,,,,0.0,0.0,0.0,0.0,0.0,0.0
202737,Adam Hanga,2011,59,2,29,-4.645271505810585,-4.543081258867477,-0.10219024694310797,,,,0.0,0.0,0.0,0.0,0.0,0.0
202738,Isaiah Thomas,2011,60,2,30,4.0027456308662455,-3.3328690349645442,7.335614665830789,,,,4.0,237.0,6820.0,3714.0,583.0,1149.0
203076,Anthony Davis,2012,1,1,1,10.41042439691216,8.481838049306718,1.9285863476054423,4286900.0,2.428427161098267e-06,2.428427161098267,5.0,335.0,11531.0,7497.0,3402.0,590.0
203077,Michael Kidd-Gilchrist,2012,2,1,2,3.9344451522667314,4.571503588611435,-0.6370584363447036,3835600.0,1.0257704537143423e-06,1.0257704537143424,5.0,283.0,7668.0,2582.0,1805.0,369.0
203078,Bradley Beal,2012,3,1,3,7.190887520063245,7.207031910243829,-0.016144390180584445,3444400.0,2.087703960069459e-06,2.0877039600694594,5.0,324.0,10774.0,5728.0,1153.0,1003.0
203079,Dion Waiters,2012,4,1,4,1.920997341407043,5.498720180722668,-3.5777228393156255,3105500.0,6.185790827264669e-07,0.6185790827264669,3.0,211.0,6036.0,2947.0,536.0,555.0
203080,Thomas Robinson,2012,5,1,5,-1.163579675242527,5.6070193539629205,-6.770599029205448,2812200.0,-4.1376135240826644e-07,-0.41376135240826645,3.0,172.0,2320.0,787.0,755.0,89.0
203081,Damian Lillard,2012,6,1,6,13.859715476255424,3.284608943102659,10.575106533152764,2554200.0,5.426245194681475e-06,5.426245194681475,5.0,396.0,14398.0,8880.0,1593.0,2447.0
203084,Harrison Barnes,2012,7,1,7,7.185925540416009,5.411582922276298,1.7743426181397108,2331700.0,3.081839662227563e-06,3.081839662227563,5.0,386.0,11426.0,4605.0,1816.0,563.0
203082,Terrence Ross,2012,8,1,8,4.010944077874063,2.4915856085804453,1.5193584692936177,2136100.0,1.877694900928825e-06,1.8776949009288249,5.0,363.0,8444.0,3432.0,945.0,319.0
203083,Andre Drummond,2012,9,1,9,10.829707095372612,3.986208314329898,6.8434987810427135,1963600.0,5.515230747286928e-06,5.515230747286928,5.0,385.0,11439.0,5120.0,4945.0,277.0
203085,Austin Rivers,2012,10,1,10,0.2218729580497564,2.9660976465445814,-2.744224688494825,1865300.0,1.1894759987656485e-07,0.11894759987656485,3.0,206.0,4320.0,1437.0,390.0,442.0
203086,Meyers Leonard,2012,11,1,11,1.8347918127920868,2.0688635307930068,-0.23407171800091997,1772100.0,1.0353771304057823e-06,1.0353771304057822,5.0,299.0,4963.0,1714.0,1167.0,246.0
203087,Jeremy Lamb,2012,12,1,12,1.5664956375777601,3.095875325808867,-1.5293796882311068,1683500.0,9.304993392205287e-07,0.9304993392205287,5.0,276.0,4688.0,2214.0,830.0,316.0
203088,Kendall Marshall,2012,13,1,13,-0.2756574277147793,2.3902527145615435,-2.665910142276323,1599300.0,-1.7236130039065797e-07,-0.17236130039065797,4.0,160.0,3083.0,802.0,253.0,779.0
203089,John Henson,2012,14,1,14,3.3133665809687245,1.6235892221864359,1.6897773587822886,1519400.0,2.180707240337452e-06,2.180707240337452,5.0,315.0,5994.0,2418.0,1622.0,314.0
203090,Maurice Harkless,2012,15,1,15,3.962493740338845,1.3619425294075354,2.60055121093131,1443300.0,2.745440130491821e-06,2.745440130491821,5.0,356.0,8278.0,2646.0,1326.0,310.0
203091,Royce White,2012,16,1,16,-4.619838670139811,0.1436090356304043,-4.763447705770215,1371200.0,-3.369193895959605e-06,-3.3691938959596053,1.0,3.0,9.0,0.0,0.0,0.0
203092,Tyler Zeller,2012,17,1,17,3.3351034873732277,1.632304885072192,1.7027986023010357,1302600.0,2.5603435339883525e-06,2.5603435339883527,5.0,340.0,6048.0,2384.0,1487.0,316.0
203093,Terrence Jones,2012,18,1,18,2.013339386001261,1.2957977938639158,0.7175415921373451,1237500.0,1.6269409179808169e-06,1.6269409179808167,5.0,229.0,5551.0,2429.0,1327.0,238.0
203094,Andrew Nicholson,2012,19,1,19,0.6899131881342633,1.7169155203806519,-1.0270023322463886,1181800.0,5.837816789086676e-07,0.5837816789086676,5.0,275.0,3969.0,1670.0,830.0,123.0
203095,Evan Fournier,2012,20,1,20,4.524015027346723,0.42858825668858747,4.095426770658135,1134500.0,3.987673007797904e-06,3.987673007797904,5.0,319.0,8393.0,3918.0,824.0,692.0
203096,Jared Sullinger,2012,21,1,21,4.169360793229673,2.1949037398820344,1.9744570533476389,1089100.0,3.828262595932121e-06,3.828262595932121,5.0,269.0,6532.0,2893.0,2006.0,477.0
203097,Fab Melo,2012,22,1,22,-4.582215421587398,0.1850630339177511,-4.767278455505148,1045600.0,-4.382378941839516e-06,-4.382378941839516,1.0,6.0,36.0,7.0,3.0,0.0
203098,John Jenkins,2012,23,1,23,-2.4885735448380717,0.8341716057807225,-3.322745150618794,1003800.0,-2.479152764333604e-06,-2.479152764333604,4.0,120.0,1644.0,658.0,190.0,106.0
203099,Jared Cunningham,2012,24,1,24,-4.184366784910331,0.4861859308351865,-4.670552715745518,963600.0,-4.342431283634632e-06,-4.342431283634632,3.0,40.0,195.0,77.0,18.0,19.0
203100,Tony Wroten,2012,25,1,25,-0.5283160915105032,-0.40273951461954993,-0.12557657689095325,925100.0,-5.710907918176448e-07,-0.5710907918176448,4.0,145.0,3076.0,1604.0,363.0,437.0
203101,Miles Plumlee,2012,26,1,26,-0.6322107872253782,0.8767131306301804,-1.5089239178555585,894400.0,-7.068546368798951e-07,-0.7068546368798951,3.0,167.0,3213.0,953.0,968.0,79.0
203102,Arnett Moultrie,2012,27,1,27,-3.6378513602499494,1.417854825387009,-5.055706185636958,868600.0,-4.188177941802843e-06,-4.188177941802842,2.0,59.0,729.0,210.0,180.0,12.0
203103,Perry Jones III,2012,28,1,28,-2.4207048694562525,0.4260862663827283,-2.8467911358389806,863300.0,-2.8040135172665964e-06,-2.8040135172665965,3.0,143.0,1676.0,488.0,252.0,54.0
203104,Marquis Teague,2012,29,1,29,-3.2060657681577758,-0.31484615659863735,-2.8912196115591384,857000.0,-3.7410335684454793e-06,-3.7410335684454794,3.0,91.0,908.0,217.0,90.0,134.0
203105,Festus Ezeli,2012,30,1,30,-1.290308043919414,0.8805305586342472,-2.170838602553661,850800.0,-1.516582092053848e-06,-1.516582092053848,3.0,170.0,2394.0,712.0,725.0,63.0
203106,Jeffery Taylor,2012,31,2,1,-1.9825275833511944,-1.0732534758621908,-0.9092741074890036,,,,3.0,132.0,2566.0,807.0,263.0,107.0
203107,Tomas Satoransky,2012,32,2,2,5.354050233630516,-1.965802482302751,7.3198527159332665,,,,5.0,333.0,7711.0,2478.0,991.0,1402.0
203108,Bernard James,2012,33,2,3,-3.3367310203339646,-1.1083681444846332,-2.2283628758493315,,,,3.0,92.0,761.0,203.0,212.0,13.0
203109,Jae Crowder,2012,34,2,4,0.3820634643709657,-1.1712751083287867,1.5533385726997524,,,,3.0,238.0,4254.0,1376.0,674.0,248.0
203110,Draymond Green,2012,35,2,5,9.783914600489366,-1.534077619330717,11.317992219820082,,,,5.0,397.0,10627.0,3566.0,2684.0,1627.0
203111,Orlando Johnson,2012,36,2,6,-3.0896594246405176,-1.240312107356127,-1.8493473172843906,,,,3.0,98.0,1058.0,319.0,174.0,67.0
203112,Quincy Acy,2012,37,2,7,-1.4358237391315436,-0.9647556256991736,-0.47106811343237,,,,3.0,160.0,2477.0,685.0,594.0,107.0
203113,Quincy Miller,2012,38,2,8,-3.4251474519034995,-1.223030394343856,-2.2021170575596436,,,,3.0,69.0,935.0,295.0,169.0,37.0
203114,Khris Middleton,2012,39,2,9,5.228427311836132,-1.9876302770414147,7.216057588877547,,,,5.0,296.0,9054.0,4070.0,1132.0,809.0
203115,Will Barton,2012,40,2,10,-1.4443249694379503,-1.7174084704503874,0.27308350101243706,,,,3.0,172.0,2265.0,858.0,381.0,172.0
203116,Tyshawn Taylor,2012,41,2,11,-3.7977554218993657,-1.3122861572815279,-2.485469264617838,,,,2.0,61.0,491.0,174.0,33.0,57.0
203117,Doron Lamb,2012,42,2,12,-3.088083921427116,-1.6659636172687429,-1.4221203041583732,,,,2.0,100.0,1273.0,345.0,95.0,75.0
203118,Mike Scott,2012,43,2,13,1.2772662727940018,-2.4236821005068823,3.700948373300884,,,,5.0,281.0,4322.0,1988.0,836.0,257.0
203119,Kim English,2012,44,2,14,-4.060835549823576,-3.0261837406478937,-1.0346518091756822,,,,1.0,41.0,407.0,119.0,37.0,26.0
203120,Justin Hamilton,2012,45,2,15,-4.062513970577922,-1.7843466646131085,-2.2781673059648133,,,,2.0,25.0,495.0,179.0,93.0,24.0
203121,Darius Miller,2012,46,2,16,0.6947215311623386,-2.049415723669684,2.7441372548320224,,,,5.0,253.0,5161.0,1524.0,423.0,346.0
203122,Kevin Murphy,2012,47,2,17,-4.483824836912256,-2.485888414134478,-1.9979364227777783,,,,1.0,17.0,52.0,15.0,4.0,2.0
203123,Kostas Papanikolaou,2012,48,2,18,-3.2925265746774715,-2.712561145630282,-0.5799654290471894,,,,2.0,69.0,1089.0,249.0,158.0,101.0
203124,Kyle O'Quinn,2012,49,2,19,2.586401457795468,-1.9314093933621017,4.51781085115757,,,,5.0,321.0,4643.0,1760.0,1461.0,378.0
203125,Izzet Turkyilmaz,2012,50,2,20,-4.645271505810585,-3.311162269425915,-1.3341092363846698,,,,0.0,0.0,0.0,0.0,0.0,0.0
203126,Kris Joseph,2012,51,2,21,-4.53857946763665,-3.5891324097242014,-0.9494470579124483,,,,1.0,10.0,54.0,9.0,7.0,1.0
203136,Ognjen Kuzmic,2012,52,2,22,-4.2348640099517265,-2.717694488270481,-1.5171695216812453,,,,2.0,37.0,164.0,35.0,38.0,8.0
203128,Furkan Aldemir,2012,53,2,23,-3.8598632445006134,-4.123214738704586,0.26335149420397297,,,,1.0,41.0,540.0,93.0,176.0,28.0
203129,Tornike Shengelia,2012,54,2,24,-4.119074083231465,-4.148061939204408,0.028987855972943066,,,,2.0,45.0,248.0,59.0,39.0,17.0
203130,Darius Johnson-Odom,2012,55,2,25,-4.574252093235179,-2.78973278702939,-1.7845193062057891,,,,2.0,7.0,21.0,0.0,6.0,2.0
203131,Tomislav Zubcic,2012,56,2,26,-4.645271505810585,-3.7586155462502324,-0.8866559595603523,,,,0.0,0.0,0.0,0.0,0.0,0.0
203132,Ilkan Karaman,2012,57,2,27,-4.645271505810585,-4.315209641304214,-0.3300618645063711,,,,0.0,0.0,0.0,0.0,0.0,0.0
203133,Robbie Hummel,2012,58,2,28,-2.887783395643627,-3.8687780900768662,0.9809946944332393,,,,2.0,98.0,1397.0,379.0,266.0,50.0
203134,Marcus Denmon,2012,59,2,29,-4.645271505810585,-4.543081258867477,-0.10219024694310797,,,,0.0,0.0,0.0,0.0,0.0,0.0
203135,Robert Sacre,2012,60,2,30,-1.0513555466704103,-3.3328690349645442,2.281513488294134,,,,4.0,189.0,2745.0,787.0,593.0,126.0
203461,Anthony Bennett,2013,1,1,1,-1.8842385346683965,8.481838049306718,-10.366076583975115,4286900.0,-4.3953405366777775e-07,-0.43953405366777776,4.0,151.0,1905.0,658.0,472.0,77.0
203506,Victor Oladipo,2013,2,1,2,9.67428379998707,4.571503588611435,5.102780211375634,3835600.0,2.52223480028863e-06,2.52223480028863,5.0,366.0,12214.0,6353.0,1657.0,1403.0
203490,Otto Porter Jr.,2013,3,1,3,5.347374271833392,7.207031910243829,-1.8596576384104377,3444400.0,1.552483530319763e-06,1.5524835303197628,5.0,343.0,9064.0,3603.0,1675.0,473.0
203469,Cody Zeller,2013,4,1,4,3.9149352741151446,5.498720180722668,-1.5837849066075238,3105500.0,1.2606457169908694e-06,1.2606457169908694,5.0,312.0,7030.0,2472.0,1752.0,393.0
203458,Alex Len,2013,5,1,5,4.229176853423214,5.6070193539629205,-1.3778425005397068,2812200.0,1.5038677382203306e-06,1.5038677382203307,5.0,335.0,6656.0,2421.0,2175.0,259.0
203457,Nerlens Noel,2013,6,1,6,1.6949168299342006,3.284608943102659,-1.5896921131684585,2554200.0,6.635803108347821e-07,0.6635803108347821,3.0,193.0,5323.0,1936.0,1447.0,300.0
203463,Ben McLemore,2013,7,1,7,3.8981870906949103,5.411582922276298,-1.5133958315813878,2331700.0,1.6718218856177512e-06,1.6718218856177511,5.0,349.0,8567.0,3164.0,892.0,403.0
203484,Kentavious Caldwell-Pope,2013,8,1,8,6.938763273421942,2.4915856085804453,4.4471776648414965,2136100.0,3.2483326030719263e-06,3.248332603071926,5.0,388.0,11946.0,4657.0,1328.0,657.0
203504,Trey Burke,2013,9,1,9,4.50104860133732,3.986208314329898,0.5148402870074222,1963600.0,2.2922431255537384e-06,2.2922431255537385,5.0,303.0,7404.0,3293.0,642.0,1142.0
203468,CJ McCollum,2013,10,1,10,6.964035991967269,2.9660976465445814,3.997938345422688,1865300.0,3.7334669983205218e-06,3.7334669983205218,5.0,341.0,9949.0,5860.0,1008.0,989.0
203487,Michael Carter-Williams,2013,11,1,11,3.6186751633443164,2.0688635307930068,1.5498116325513096,1772100.0,2.0420265015204086e-06,2.0420265015204087,3.0,190.0,6213.0,2756.0,1066.0,1164.0
203500,Steven Adams,2013,12,1,12,6.803598468931226,3.095875325808867,3.7077231431223594,1683500.0,4.041341531886681e-06,4.0413415318866805,5.0,387.0,9858.0,3399.0,2686.0,345.0
203482,Kelly Olynyk,2013,13,1,13,5.480899933193207,2.3902527145615435,3.0906472186316636,1599300.0,3.427061797782284e-06,3.427061797782284,5.0,354.0,7536.0,3500.0,1741.0,678.0
